Post,Title,Comment,Query,Contents
5,Dataflash logs ATT message units,1,"Hello, What are the units of the variables in ATT Dataflash log message (DesRoll, Roll, DesYaw, Yaw, …) ? I think that the wiki page which describes this message is a little bit old: * Thank you, Philippe",I too would love to know the answer to this.
5,Dataflash logs ATT message units,2,"Hello, What are the units of the variables in ATT Dataflash log message (DesRoll, Roll, DesYaw, Yaw, …) ? I think that the wiki page which describes this message is a little bit old: * Thank you, Philippe",Update to ArduCopter 4.2.3 It contains the units in the log file.
5,Dataflash logs ATT message units,3,"Hello, What are the units of the variables in ATT Dataflash log message (DesRoll, Roll, DesYaw, Yaw, …) ? I think that the wiki page which describes this message is a little bit old: * Thank you, Philippe","Pretty sure those are still in degrees, though if the numbers are all less than ~6, they may be in radians. In some log reviewing software, the units and scaling on displayed graphs can be confusing when attempting to show multiple values of differing units."
5,Dataflash logs ATT message units,4,"Hello, What are the units of the variables in ATT Dataflash log message (DesRoll, Roll, DesYaw, Yaw, …) ? I think that the wiki page which describes this message is a little bit old: * Thank you, Philippe","We wrote a great plugin to plotjuggler. It correctly displays units, multiplicators and instances. I hope * merges it soon."
6,Need Help/Feedback PID Tuning Large Hexacopter,1,"Hi everybody! I’ve got a large 1280mm hexacopter, Multistar 5008 330Kv motors, 18x5.5 props. I’ve got it tuned pretty decent in stabilize, but in PosHold (Pixhawk running 3.3) it’s slow and mushy when it brakes. While in PosHold, I think because of the large wingspan, the amount of time it takes to roll or pitch into the brake angle takes much longer than normal. It’s kind of like I need to speed the rate of roll and pitch when braking in PosHold. I’ve got PHLD_BRAKE_RATE set to default (8) at the moment, tomorrow I’m going to up that one digit at a time and begin slowly increasing I and D via Ch6 to see how it responds. My question is with a copter this large, is there anything else I should be considering while trying to PID tune? I’ve tuned many smaller quads and hexes, but this 1280 is nothing like what I’ve dealt with before. Any help or feedback is GREATLY appreciated! Dan *",I welcome you! I hexacopter-pitch propellers and 90cm 15x55 and also I have a problem with the length of braking. The total take-off weight is 7kg and flying “half power” after releasing the gas kopter long inhibited. Sometimes even 7-8 meters. I’ll follow this post pending a solution to the problem!
6,Need Help/Feedback PID Tuning Large Hexacopter,2,"Hi everybody! I’ve got a large 1280mm hexacopter, Multistar 5008 330Kv motors, 18x5.5 props. I’ve got it tuned pretty decent in stabilize, but in PosHold (Pixhawk running 3.3) it’s slow and mushy when it brakes. While in PosHold, I think because of the large wingspan, the amount of time it takes to roll or pitch into the brake angle takes much longer than normal. It’s kind of like I need to speed the rate of roll and pitch when braking in PosHold. I’ve got PHLD_BRAKE_RATE set to default (8) at the moment, tomorrow I’m going to up that one digit at a time and begin slowly increasing I and D via Ch6 to see how it responds. My question is with a copter this large, is there anything else I should be considering while trying to PID tune? I’ve tuned many smaller quads and hexes, but this 1280 is nothing like what I’ve dealt with before. Any help or feedback is GREATLY appreciated! Dan *","Did you run autotune ? If not do it running  one axis at time , you can set in full parametr list what axis with be autotuned. Pay attention, your Yaw  P is really small compared to Pitch and Roll this can lead to unwanted behavior of copter"
6,Need Help/Feedback PID Tuning Large Hexacopter,3,"Hi everybody! I’ve got a large 1280mm hexacopter, Multistar 5008 330Kv motors, 18x5.5 props. I’ve got it tuned pretty decent in stabilize, but in PosHold (Pixhawk running 3.3) it’s slow and mushy when it brakes. While in PosHold, I think because of the large wingspan, the amount of time it takes to roll or pitch into the brake angle takes much longer than normal. It’s kind of like I need to speed the rate of roll and pitch when braking in PosHold. I’ve got PHLD_BRAKE_RATE set to default (8) at the moment, tomorrow I’m going to up that one digit at a time and begin slowly increasing I and D via Ch6 to see how it responds. My question is with a copter this large, is there anything else I should be considering while trying to PID tune? I’ve tuned many smaller quads and hexes, but this 1280 is nothing like what I’ve dealt with before. Any help or feedback is GREATLY appreciated! Dan *","Sorry for the delayed response, but sometimes life gets busy.  I didn’t autotune, mostly because I had no confidence to in being able to keep it up in the air long enough without crashing, it was very unstable. The good news is that I figured out the the arm tubes weren’t thick enough, there was wayyyyy too much flex which is why it was behaving like that. I upgraded the frame to one with thicker arms (20mm instead of 16mm) and now it flies perfectly, no problems at all. Thank you for your feedback, and for being so helpful."
6,Need Help/Feedback PID Tuning Large Hexacopter,4,"Hi everybody! I’ve got a large 1280mm hexacopter, Multistar 5008 330Kv motors, 18x5.5 props. I’ve got it tuned pretty decent in stabilize, but in PosHold (Pixhawk running 3.3) it’s slow and mushy when it brakes. While in PosHold, I think because of the large wingspan, the amount of time it takes to roll or pitch into the brake angle takes much longer than normal. It’s kind of like I need to speed the rate of roll and pitch when braking in PosHold. I’ve got PHLD_BRAKE_RATE set to default (8) at the moment, tomorrow I’m going to up that one digit at a time and begin slowly increasing I and D via Ch6 to see how it responds. My question is with a copter this large, is there anything else I should be considering while trying to PID tune? I’ve tuned many smaller quads and hexes, but this 1280 is nothing like what I’ve dealt with before. Any help or feedback is GREATLY appreciated! Dan *",Hello can you helpe me please. Ser myvideo please
7,Loiter_Unlimited next command,1,"Hi all, I currently have the following commands on my mission.  Takeoff Loiter_Unlimited WP  According to the article on the MAV_CMD: The mission will not proceed past this command while in AUTO mode. In order to break out of this command you need to change the mode (i.e. to MANUAL). If there are subsequent commands then you can continue the mission at the next command, if the Copter MIS_RESTART parameter is set to resume, by switching back to AUTO mode (otherwise the mission will restart). However, I wasn’t able to do so. The only way I can get it to WP 3 is from the Mission Planner. Which is not really ideal for my project. Is there any other way I can achieve this from the transmitter? Thanks!","I have just confirmed this misbehavior, running the simulator in Mission Planner. I created a mission designed to fly to one point on a circle and wait until a mode switch out of, then back into, Auto mode. MIS_RESTART is set to 0 (resume). What I see is that the copter flies to the LOITER_UNLIM point, and then stays there, regardless of the mode switching. I googled this and searched the forum but found only the above reference to what I would describe as a bug. Can anyone provide illumination on the behavior? Thanks."
7,Loiter_Unlimited next command,2,"Hi all, I currently have the following commands on my mission.  Takeoff Loiter_Unlimited WP  According to the article on the MAV_CMD: The mission will not proceed past this command while in AUTO mode. In order to break out of this command you need to change the mode (i.e. to MANUAL). If there are subsequent commands then you can continue the mission at the next command, if the Copter MIS_RESTART parameter is set to resume, by switching back to AUTO mode (otherwise the mission will restart). However, I wasn’t able to do so. The only way I can get it to WP 3 is from the Mission Planner. Which is not really ideal for my project. Is there any other way I can achieve this from the transmitter? Thanks!","Hi all, Is there any update regarding this behaviour?"
7,Loiter_Unlimited next command,3,"Hi all, I currently have the following commands on my mission.  Takeoff Loiter_Unlimited WP  According to the article on the MAV_CMD: The mission will not proceed past this command while in AUTO mode. In order to break out of this command you need to change the mode (i.e. to MANUAL). If there are subsequent commands then you can continue the mission at the next command, if the Copter MIS_RESTART parameter is set to resume, by switching back to AUTO mode (otherwise the mission will restart). However, I wasn’t able to do so. The only way I can get it to WP 3 is from the Mission Planner. Which is not really ideal for my project. Is there any other way I can achieve this from the transmitter? Thanks!","From * in the github issue: *  I suspect this is a case were we just need to update the documentation. What behavior are you trying to achieve? Using scripting you could add a RC switch to advance past a loiter unlimited. If you have a GCS you can just advance the mission index directly.  The current behavior is correct, it’s the doc that is wrong. Switching out of AUTO and back will not skip over a mission waypoint. It will either resume where it left off or reset to beginning depending on the MIS_RESTART param."
8,Accelerometer Calibration Failed,1,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.",i unplugged everything and was able to calibrate the accelerometer.
8,Accelerometer Calibration Failed,2,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.","Hi I’m in this situation ad it seems this is one of the Pixahwks chronic diseases. When you say you unplugged everything and it worked, what did you exactly unplug? I have one completely bare Pixhawk on compass is on it and GPS but fails all the time. Please anyone, any ideas? Thanks in advance, DI"
8,Accelerometer Calibration Failed,3,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.",Due to the changes happening with the FW it is important that you have the latest versions of GCS. I would recommend that you also look at updating your FW to the latest versions as 3.4 is now released.
8,Accelerometer Calibration Failed,4,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.","Thanks, actually I unplugged the compass and surely it worked, I did this on two Pixhawks that failed prior to disconnection no matter how hard I tried. But just after isolating the compass, it all went well."
8,Accelerometer Calibration Failed,5,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.",I am having having the same problem. I keep getting accelerate failed. It fails at different points in the positioning - some times right away sometimes at the end. I have tried two totally separate Pixhawks. I have tried disconnecting most every thing. I have reloaded MP and the firmware. I have spent about a month on this problem. Any advice?
8,Accelerometer Calibration Failed,6,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.",Try unplugging everything. I have seen this in the past on USB and it was due to the voltage dropping too much. In my case it was a dodgy USB cable.
8,Accelerometer Calibration Failed,7,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.","On the last instruction, when it says “place unit back”. It does not mean, place it back & level, it actually means “place the vehicle on it’s back”. i.e. turn it upside down. I struggled for ages until trying this."
8,Accelerometer Calibration Failed,8,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.",See this I solved my problem by disableing imu 2 as it had some strange readings and thus my imu2 was damaged for no reason
8,Accelerometer Calibration Failed,9,"I upgraded the firmware of my Pixhawk px4 to version 3.3.3.  Since then the drone won’t arm.  It shows that the accelerometer is not calibrated. When I attempt to calibrate the accelerometer using Mission Planner or Tower this is what happens: It prompts to place the drone on a level surface and press any key. I place the drone level and click next. It then prompts to place the drone on its left side and press any key, but it does not wait for that key press.  After about on second it then prompts to place the drone on the right side and press any key.  I place the drone on the right side and click next. It then prompts to place the drone pointing down and press a key, but once again it does not wait for that key press.  It moves straight on to placing the drone facing up.  I place the drone facing up and press a key. it then prompts to place the drone on its back and press a key.  Once more it does not wait for a key press it just returns “Calibration Failed”. I have tried this both wirelessly and via usb with the same result. Any help would be greatly appreciated.  This is my first drone so this is all new to me. I am using mission planner 1.3.38.",You just saved me hours of torture!! I have been struggling since ages!! Thanks a lot.
9,Pixhawk twitchy YAW and not disarm on crash,1,"Hi everyone, hoping someone can help me with my pixhawk problems. I just rebuilt my old quad on a new alien 560 folding frame, after much playing about getting everything CG balanced I took her out for her maiden flight today. (was a bit scary) 1st attempt:- In loiter with 12 SATS Pitched backward, hit the ground flipped over and disarmed itself. 2nd attempt:- Re-calibrated compass’s In loiter 12 Sats, I took off quicker this time getting a couple meters altitude, on takeoff again pitched backwards then settled. Hoving very jittery and yaw input from trans very twitchy, kept yawing to the left and drifting backward, all stick inputs very twitchy, after a couple minutes I landed, on landing it pitched backwards one of the rear props dug into the ground and stopped spinning the other 3 props keep spinning very fast with throttle stick at 0, nothing i did would disarm the pixhawk. I had to unplug the battery to get it to stop, which is quite scary when you got 3 of the 4 15 inch carbon fiber props spinning flat out. PID’s are at default settings… Any help would be appreciated. Flight Fottage *",i had a similar experience but my copter settled down after a few second and also on the same flight after going to about 400 ft alt it was a little windy so i lifted my retract to reduce sail area. after a few minutes of hovering in place i went to bring it a little closer  and found that my pitch and roll controls switched my pitch now controlled my roll and roll controlled my pitch. i finally got it closer so i dropped the gear to land and found that the controls had switch back to normal  it was late last night so im going back out to day to see what its going to do
9,Pixhawk twitchy YAW and not disarm on crash,2,"Hi everyone, hoping someone can help me with my pixhawk problems. I just rebuilt my old quad on a new alien 560 folding frame, after much playing about getting everything CG balanced I took her out for her maiden flight today. (was a bit scary) 1st attempt:- In loiter with 12 SATS Pitched backward, hit the ground flipped over and disarmed itself. 2nd attempt:- Re-calibrated compass’s In loiter 12 Sats, I took off quicker this time getting a couple meters altitude, on takeoff again pitched backwards then settled. Hoving very jittery and yaw input from trans very twitchy, kept yawing to the left and drifting backward, all stick inputs very twitchy, after a couple minutes I landed, on landing it pitched backwards one of the rear props dug into the ground and stopped spinning the other 3 props keep spinning very fast with throttle stick at 0, nothing i did would disarm the pixhawk. I had to unplug the battery to get it to stop, which is quite scary when you got 3 of the 4 15 inch carbon fiber props spinning flat out. PID’s are at default settings… Any help would be appreciated. Flight Fottage *",Ik this post is from 8 years ago but i am having the very exact same experience here in the same order. On the first flight it flipped over on i recalibrated everything and now my pitch controls don’t work and it carshed in to the wall breaking the prop and the only way to it was to unplug the battery. If you have solved your issue could you please tell me how i could fix my drone. Here are the specs. DJI F450 frame 1045 prop 3s Lipo Battery 2213 935kv motors flyskyfs-i6s transmitter oneshot125 35 amp esc pixhawk 2.4.8 Qgroundcontrol software. thanks in Advance
10,ArduCopter Current and Voltage Log Data Source,1,"Hello all, I am trying to analyze the current and voltage logs from IRIS+, which uses the ArduCopter firmware v3.3. I have access to the data in MATLAB by reading the CURR variable. The message definition is in the following link: * My question is: where are the log readings from? Are they from the 3DR power module? If so, it requires calibration under Initial Setup in Mission Planner, right? Is the calibration battery dependent? If the current and voltage logs are NOT from the 3DR power module, what is the sensor responsible for those data? Are they accurate or not? Thanks! Zhilong Liu",The power module is what gives the reading and the voltage is accurate but current can be off by some. I do suggest you calibrate the module.
10,ArduCopter Current and Voltage Log Data Source,2,"Hello all, I am trying to analyze the current and voltage logs from IRIS+, which uses the ArduCopter firmware v3.3. I have access to the data in MATLAB by reading the CURR variable. The message definition is in the following link: * My question is: where are the log readings from? Are they from the 3DR power module? If so, it requires calibration under Initial Setup in Mission Planner, right? Is the calibration battery dependent? If the current and voltage logs are NOT from the 3DR power module, what is the sensor responsible for those data? Are they accurate or not? Thanks! Zhilong Liu","On that topic, does it matter where the power module is plugged?  I see lots of diagrams and people plugging it right after the battery.  What if I plug it somewhere down after some splitters?"
10,ArduCopter Current and Voltage Log Data Source,3,"Hello all, I am trying to analyze the current and voltage logs from IRIS+, which uses the ArduCopter firmware v3.3. I have access to the data in MATLAB by reading the CURR variable. The message definition is in the following link: * My question is: where are the log readings from? Are they from the 3DR power module? If so, it requires calibration under Initial Setup in Mission Planner, right? Is the calibration battery dependent? If the current and voltage logs are NOT from the 3DR power module, what is the sensor responsible for those data? Are they accurate or not? Thanks! Zhilong Liu",You can put it anywhere you want but try to put it before any electronic.
10,ArduCopter Current and Voltage Log Data Source,4,"Hello all, I am trying to analyze the current and voltage logs from IRIS+, which uses the ArduCopter firmware v3.3. I have access to the data in MATLAB by reading the CURR variable. The message definition is in the following link: * My question is: where are the log readings from? Are they from the 3DR power module? If so, it requires calibration under Initial Setup in Mission Planner, right? Is the calibration battery dependent? If the current and voltage logs are NOT from the 3DR power module, what is the sensor responsible for those data? Are they accurate or not? Thanks! Zhilong Liu","hey Liu, can you tell me the what parameter did you use to configure the current sensor. I’m facing a problem where i am getting the loggs but the current does not seem when motor is turned on."
11,Multirotor aircraft cannot lock heading,1,"We recently conducted a flight test for our own Octo-copter, but it could not lock the heading and would continue to deflect counterclockwise when it is in loiter mode. Here is the log file. Please help. thank you! *",How sure are you that all motors are operating correctly? Please update to ArduCopter 4.0.7 and setup the system again.
11,Multirotor aircraft cannot lock heading,2,"We recently conducted a flight test for our own Octo-copter, but it could not lock the heading and would continue to deflect counterclockwise when it is in loiter mode. Here is the log file. Please help. thank you! *","if you use pwm for the motors, calibrate the ESCs and make sure all of the motors are straight and there are no trims."
12,SBUS out questions,1,"Hey guys! I have a question for which I am hoping someone can offer some insight. I have a pixhawk driven Hex that is carrying a nex5 on a three axis gimbal with slipring for 360 degree rotation. Due to limited wiring through the slipring, I only have one set of signal wires to run SBUS to my Alexmos gimbal controller. What I would really like to have is at least 4 channels running through the pixhawk sbus out in order to control the gimbal. I currently have my ch 8 in/out set to control the gimbal pitch. I set my CH7 in/out as an RC Passthrough to control my shutter on the camera. I would also like to have a control channel for Yaw, as well as a channel to control gimbal controller modes. My problem is that SBUS out only seems to send out channels 1-8. As it is a hex, my first 6 channels are tied up with ESC motor outputs which only leaves me with channels 7 and 8 to work with. To complicate matters further, I would still like to be able to trigger autotune but I don’t have a channel to trigger it without reconfiguring channel 7 and 8. I did use a PPM encoder to re-encode the servo outputs from the pixhawk, but it added yet another piece of hardware and also introduced twitches to the pitch control so that didn’t seem to be the best solution. Does anyone know if there is any way to send channels 8-14 through the SBUS out on a pixhawk or is there a way to switch motors to run on a different set of channels rather than ch1-6? What would be awesome is to just have all 14 of the channels output through the SBUS out port. Any suggestions?",Can anyone offer any insight on a solution? I cant imagine I’m the only one to have had such an issue.
