Post,Title,Comment,Query,Contents
4,GPS is not healthy with Airsim,6,"Hi everyone, I’m trying to simulate ardupilot with airsim simulation. I’ve installed an ubuntu 18.04 in my machine and I’ve installed all the prerequisites by Tools/environment_install/install-prereqs-ubuntu.sh script. I downloaded the binary “Blocks” from airsim main page. Everything works fine but when I send a command to takeoff (for example), the console shows the next message: APM: PreArm: GPS is not healthy what is my mistake here??? thank you all",* set param ARMING_CHECK to 0 * did you find out what the issue was here?
4,GPS is not healthy with Airsim,7,"Hi everyone, I’m trying to simulate ardupilot with airsim simulation. I’ve installed an ubuntu 18.04 in my machine and I’ve installed all the prerequisites by Tools/environment_install/install-prereqs-ubuntu.sh script. I downloaded the binary “Blocks” from airsim main page. Everything works fine but when I send a command to takeoff (for example), the console shows the next message: APM: PreArm: GPS is not healthy what is my mistake here??? thank you all","for beginners (and I am one) the exact line is: param set ARMING_CHECK 0 PS: Only use this in simulation, there is a reason for ARMING not to work and it needs to be found before a flight."
5,Can I configure simulated quadcopter in SITL?,1,"Hi, Is it possible to configure quadcopter parameters in SITL? I want to configure a drone with specific motors, propellers, weight and set of sensors. I guess that there would have to be some parameters that I can read of these components (or derive by computation) and enter into SITL and simulate the expected drone behavior. Any link to documentation or tutorial would be greatly appreciated!",I found the answer in documentation: *
6,ArduCopter Airsim not runnig with parameters,0,"Hello everyone, my name is Burak. I am trying to simulate with airsim on windows platform. I have installed all the requirements. As seen in the first image, ardupilot sitl works successfully and I can connect with the mission planner. I can do guided control by connecting with the dronekit library. In addition, Airsim application works successfully when the setting.json file is not changed as seen in the image. However When I change the parameters in the setting.json file for the Airsim program as in the documentation, the screen locks up and the program becomes inoperable on the task manager. Also When I run the sim_vehicle.py file by adding the -f airsim-copter parameter, I am not getting any data and I am encountering the errors in the figure. Could you help with this?  * *",
7,AHRS_test build error,0,"hello everyone： when I build the ahrs_test with waf command, there is an error and I don’t know how to fix it ? anybody can help me? thank you .  *",
8,Problems occurred when I used sketches to learn code,1,"Hello, I encountered the following problems when I used sketches to learn code in the ardupilot tutorial and input the code for drawing horizontal lines. How can I solve them? Thank you！ Steps being learned： Running Examples in SITL Certain sketches can also be run in SITL. For example to run the protocol decoder sketch: cd $ARDUPILOT_HOME # the top-level of an ArduPilot repository ./waf configure --board sitl $ ./waf build --target examples/INS_generic To start the sketch, run it directly: ./build/sitl/examples/RCProtocolDecoder -M quad -C My  problem： fgf19@xin /cygdrive/d $ cd ardupilot/ fgf19@xin /cygdrive/d/ardupilot $ ./waf configure --board sitl Setting top to                           : /cygdrive/d/ardupilot Setting out to                           : /cygdrive/d/ardupilot/build Autoconfiguration                        : enabled Setting board to                         : sitl Checking for ‘g++’ (C++ compiler)        : /usr/bin/g++ Checking for ‘gcc’ (C compiler)          : /usr/bin/gcc Checking for c flags ‘-MMD’              : yes Checking for cxx flags ‘-MMD’            : yes Checking for need to link with librt     : not necessary Checking for HAVE_CMATH_ISFINITE         : yes Checking for HAVE_CMATH_ISINF            : yes Checking for HAVE_CMATH_ISNAN            : yes Checking for NEED_CMATH_ISFINITE_STD_NAMESPACE : yes Checking for NEED_CMATH_ISINF_STD_NAMESPACE    : yes Checking for NEED_CMATH_ISNAN_STD_NAMESPACE    : yes Checking for header endian.h                   : yes Checking for header byteswap.h                 : yes Checking for program ‘python’                  : /usr/bin/python Checking for python version >= 2.7.0           : 3.6.15 Checking for program ‘python’                  : /usr/bin/python Checking for python version >= 2.7.0           : 3.6.15 Source is git repository                       : yes Update submodules                              : yes Checking for program ‘git’                     : /usr/bin/git Checking for program ‘size’                    : /usr/bin/size Benchmarks                                     : disabled Unit tests                                     : enabled Checking for program ‘rsync’                   : /usr/bin/rsync ‘configure’ finished successfully (6.952s) fgf19@xin /cygdrive/d/ardupilot $ fgf19@xin /cygdrive/d/ardupilot $ ./waf build --target examples/INS_generic Waf: Entering directory /cygdrive/d/ardupilot/build/sitl' [4/4] Creating build/sitl/ap_version.h [364/469] Compiling libraries/DataFlash/DFMessageWriter.cpp [469/469] Linking build/sitl/examples/INS_generic.exe /usr/lib/gcc/x86_64-pc-cygwin/7.4.0/../../../../x86_64-pc-cygwin/bin/ld: lib/libap.a(GCS_Common.cpp.0.o):GCS_Common.cpp:(.rdata$.refptr._ZN11GCS_MAVLINK18all_stream_entriesE[.refptr._ZN11GCS_MAVLINK18all_stream_entriesE]+0x0): undefined reference to GCS_MAVLINK::all_stream_entries’ /usr/lib/gcc/x86_64-pc-cygwin/7.4.0/…/…/…/…/x86_64-pc-cygwin/bin/ld: lib/libap.a(GCS_Common.cpp.0.o):GCS_Common.cpp:(.rdata$.refptr._ZN11GCS_MAVLINK8var_infoE[.refptr._ZN11GCS_MAVLINK8var_infoE]+0x0): undefined reference to GCS_MAVLINK::var_info' /usr/lib/gcc/x86_64-pc-cygwin/7.4.0/../../../../x86_64-pc-cygwin/bin/ld: lib/libap.a(AP_FWVersion.cpp.0.o):AP_FWVersion.c:(.rdata$.refptr._ZN12AP_FWVersion5fwverE[.refptr._ZN12AP_FWVersion5fwverE]+0x0): undefined reference to AP_FWVersion::fwver’ collect2: error: ld returned 1 exit status Waf: Leaving directory `/cygdrive/d/ardupilot/build/sitl’ Build failed  → task in ‘examples/INS_generic’ failed (exit status 1): {task 123145293590320: cxxprogram INS_generic.cpp.1.o → INS_generic.exe} /usr/bin/g++ -Wl,–gc-sections -pthread libraries/AP_InertialSensor/examples/INS_generic/INS_generic.cpp.1.o -oexamples/INS_generic.exe -Wl,-Bstatic -Llib -lap -Wl,-Bdynamic -lm -lwinmm",I think these sketches are not supported anymore… maybe * can bring some light on it.
8,Problems occurred when I used sketches to learn code,2,"Hello, I encountered the following problems when I used sketches to learn code in the ardupilot tutorial and input the code for drawing horizontal lines. How can I solve them? Thank you！ Steps being learned： Running Examples in SITL Certain sketches can also be run in SITL. For example to run the protocol decoder sketch: cd $ARDUPILOT_HOME # the top-level of an ArduPilot repository ./waf configure --board sitl $ ./waf build --target examples/INS_generic To start the sketch, run it directly: ./build/sitl/examples/RCProtocolDecoder -M quad -C My  problem： fgf19@xin /cygdrive/d $ cd ardupilot/ fgf19@xin /cygdrive/d/ardupilot $ ./waf configure --board sitl Setting top to                           : /cygdrive/d/ardupilot Setting out to                           : /cygdrive/d/ardupilot/build Autoconfiguration                        : enabled Setting board to                         : sitl Checking for ‘g++’ (C++ compiler)        : /usr/bin/g++ Checking for ‘gcc’ (C compiler)          : /usr/bin/gcc Checking for c flags ‘-MMD’              : yes Checking for cxx flags ‘-MMD’            : yes Checking for need to link with librt     : not necessary Checking for HAVE_CMATH_ISFINITE         : yes Checking for HAVE_CMATH_ISINF            : yes Checking for HAVE_CMATH_ISNAN            : yes Checking for NEED_CMATH_ISFINITE_STD_NAMESPACE : yes Checking for NEED_CMATH_ISINF_STD_NAMESPACE    : yes Checking for NEED_CMATH_ISNAN_STD_NAMESPACE    : yes Checking for header endian.h                   : yes Checking for header byteswap.h                 : yes Checking for program ‘python’                  : /usr/bin/python Checking for python version >= 2.7.0           : 3.6.15 Checking for program ‘python’                  : /usr/bin/python Checking for python version >= 2.7.0           : 3.6.15 Source is git repository                       : yes Update submodules                              : yes Checking for program ‘git’                     : /usr/bin/git Checking for program ‘size’                    : /usr/bin/size Benchmarks                                     : disabled Unit tests                                     : enabled Checking for program ‘rsync’                   : /usr/bin/rsync ‘configure’ finished successfully (6.952s) fgf19@xin /cygdrive/d/ardupilot $ fgf19@xin /cygdrive/d/ardupilot $ ./waf build --target examples/INS_generic Waf: Entering directory /cygdrive/d/ardupilot/build/sitl' [4/4] Creating build/sitl/ap_version.h [364/469] Compiling libraries/DataFlash/DFMessageWriter.cpp [469/469] Linking build/sitl/examples/INS_generic.exe /usr/lib/gcc/x86_64-pc-cygwin/7.4.0/../../../../x86_64-pc-cygwin/bin/ld: lib/libap.a(GCS_Common.cpp.0.o):GCS_Common.cpp:(.rdata$.refptr._ZN11GCS_MAVLINK18all_stream_entriesE[.refptr._ZN11GCS_MAVLINK18all_stream_entriesE]+0x0): undefined reference to GCS_MAVLINK::all_stream_entries’ /usr/lib/gcc/x86_64-pc-cygwin/7.4.0/…/…/…/…/x86_64-pc-cygwin/bin/ld: lib/libap.a(GCS_Common.cpp.0.o):GCS_Common.cpp:(.rdata$.refptr._ZN11GCS_MAVLINK8var_infoE[.refptr._ZN11GCS_MAVLINK8var_infoE]+0x0): undefined reference to GCS_MAVLINK::var_info' /usr/lib/gcc/x86_64-pc-cygwin/7.4.0/../../../../x86_64-pc-cygwin/bin/ld: lib/libap.a(AP_FWVersion.cpp.0.o):AP_FWVersion.c:(.rdata$.refptr._ZN12AP_FWVersion5fwverE[.refptr._ZN12AP_FWVersion5fwverE]+0x0): undefined reference to AP_FWVersion::fwver’ collect2: error: ld returned 1 exit status Waf: Leaving directory `/cygdrive/d/ardupilot/build/sitl’ Build failed  → task in ‘examples/INS_generic’ failed (exit status 1): {task 123145293590320: cxxprogram INS_generic.cpp.1.o → INS_generic.exe} /usr/bin/g++ -Wl,–gc-sections -pthread libraries/AP_InertialSensor/examples/INS_generic/INS_generic.cpp.1.o -oexamples/INS_generic.exe -Wl,-Bstatic -Llib -lap -Wl,-Bdynamic -lm -lwinmm",Are you using master branch from git? Have you done “git submodule update --init --recursive” ? Have you installed all cygwin dependencies?
9,Gimbal does not move in Gazebo,1,Hi! I have set-up Gazebo with SITL by following * link and I am using Dronekit-Python to perform missions in Gazebo. The camera gimbal rotation commands through Dronekit or through MAVProxy terminal are reflected in the vehicle’s gimbal attribute (vehicle.gimbal) but the gimbal does not move in Gazebo and the camera view does not change. Gazebo throws no error (when run with the --verbose flag) so I am assuming that the gimbal_small_2d plugin is loading successfully. All the other functionalities are working i.e. the drone is flying in Gazebo as it should. But the gimbal is not moving at all. Can anyone please point me to the problem? Thanks,please use the latest SITL version. What version are you using?
9,Gimbal does not move in Gazebo,2,Hi! I have set-up Gazebo with SITL by following * link and I am using Dronekit-Python to perform missions in Gazebo. The camera gimbal rotation commands through Dronekit or through MAVProxy terminal are reflected in the vehicle’s gimbal attribute (vehicle.gimbal) but the gimbal does not move in Gazebo and the camera view does not change. Gazebo throws no error (when run with the --verbose flag) so I am assuming that the gimbal_small_2d plugin is loading successfully. All the other functionalities are working i.e. the drone is flying in Gazebo as it should. But the gimbal is not moving at all. Can anyone please point me to the problem? Thanks,I am using ArduCopter V3.7.0-dev. I followed * link and built the ardupilot repo following * link.
9,Gimbal does not move in Gazebo,3,Hi! I have set-up Gazebo with SITL by following * link and I am using Dronekit-Python to perform missions in Gazebo. The camera gimbal rotation commands through Dronekit or through MAVProxy terminal are reflected in the vehicle’s gimbal attribute (vehicle.gimbal) but the gimbal does not move in Gazebo and the camera view does not change. Gazebo throws no error (when run with the --verbose flag) so I am assuming that the gimbal_small_2d plugin is loading successfully. All the other functionalities are working i.e. the drone is flying in Gazebo as it should. But the gimbal is not moving at all. Can anyone please point me to the problem? Thanks,"Hello, Gazebo gimbal plugin is a gazebo plugin so it is not linked to SITL. I can make it works with sitl but I will need some time…"
9,Gimbal does not move in Gazebo,4,Hi! I have set-up Gazebo with SITL by following * link and I am using Dronekit-Python to perform missions in Gazebo. The camera gimbal rotation commands through Dronekit or through MAVProxy terminal are reflected in the vehicle’s gimbal attribute (vehicle.gimbal) but the gimbal does not move in Gazebo and the camera view does not change. Gazebo throws no error (when run with the --verbose flag) so I am assuming that the gimbal_small_2d plugin is loading successfully. All the other functionalities are working i.e. the drone is flying in Gazebo as it should. But the gimbal is not moving at all. Can anyone please point me to the problem? Thanks,I also reached this conclusion that no commands are being sent by SITL to gazebo gimbal plugin because the /gimbal_tilt_command topic was not being published. Just wanted to confirm so I posted this problem here. Can you tell me what needs to be done to send the gimbal commands from SITL? Maybe I could make it work on my own. Or any other workaround I could use till this is implemented in SITL.
9,Gimbal does not move in Gazebo,5,Hi! I have set-up Gazebo with SITL by following * link and I am using Dronekit-Python to perform missions in Gazebo. The camera gimbal rotation commands through Dronekit or through MAVProxy terminal are reflected in the vehicle’s gimbal attribute (vehicle.gimbal) but the gimbal does not move in Gazebo and the camera view does not change. Gazebo throws no error (when run with the --verbose flag) so I am assuming that the gimbal_small_2d plugin is loading successfully. All the other functionalities are working i.e. the drone is flying in Gazebo as it should. But the gimbal is not moving at all. Can anyone please point me to the problem? Thanks,Any progress on this? I am also trying to control the gimbal in gazebo with ardupilot/mavlink
9,Gimbal does not move in Gazebo,6,Hi! I have set-up Gazebo with SITL by following * link and I am using Dronekit-Python to perform missions in Gazebo. The camera gimbal rotation commands through Dronekit or through MAVProxy terminal are reflected in the vehicle’s gimbal attribute (vehicle.gimbal) but the gimbal does not move in Gazebo and the camera view does not change. Gazebo throws no error (when run with the --verbose flag) so I am assuming that the gimbal_small_2d plugin is loading successfully. All the other functionalities are working i.e. the drone is flying in Gazebo as it should. But the gimbal is not moving at all. Can anyone please point me to the problem? Thanks,I also would like to see this feature added. i.e. control of the gimbal via mavlink
9,Gimbal does not move in Gazebo,7,Hi! I have set-up Gazebo with SITL by following * link and I am using Dronekit-Python to perform missions in Gazebo. The camera gimbal rotation commands through Dronekit or through MAVProxy terminal are reflected in the vehicle’s gimbal attribute (vehicle.gimbal) but the gimbal does not move in Gazebo and the camera view does not change. Gazebo throws no error (when run with the --verbose flag) so I am assuming that the gimbal_small_2d plugin is loading successfully. All the other functionalities are working i.e. the drone is flying in Gazebo as it should. But the gimbal is not moving at all. Can anyone please point me to the problem? Thanks,"hello * Is that, gazebo Gimbal plugin is linked with the SITL so, I can control the gazebo gimbal using mavlink. please let me know and if yes, please a proper instruction to do that."
10,Ardupilot SITL + gazebo on different computers,1,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?","Hi, I have been struggling with the same issue over a week by now. According to the source, it seems that in libraries/AP_HAL_SITL/SITL_cmdline.cpp is the place where SITL is started. And at line 91, its clearly stated that simulator address can be specified as a command-line argument. According to my knowledge, this must be the address of Gazebo host. Now the thing is that this SITL is started via sim_vehicle.py somehow I guess, and I haven’t found a way yet how to pass that sim_address to SITIL via sim_vehicle. Pull request for this feature (*) also did not give much light about it. Only changes in sim_vehicle.py are new frame types. Might it be that it comes somehow from model definition? Now at gazebo side. There also should be this functionality implemented by this pull request: * If I’m not mistaken, it should allow specifying fdm_addr via model sdf configuration. I gave it a try, but when gazebo starts up, then UI still displays fdm_address as localhost. So I have to dig little deeper in that. Might be that my model configurations are somehow mixed up. Anyway, it would be nice if someone can share some light in that matter. Note, I’m not much familiar with either c++ nor ardupilot logic, so statements above are just assumptions made by searching through the source code. – Kpihus"
10,Ardupilot SITL + gazebo on different computers,2,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?","* Re passing the address of the other computer running gazebo, you’ll have to use the -A arg in sim_vehicle.py to pass the next argument to the SITL instance. The arguments of the SITL instance are here - * The one for address is --sim-address Therefore, something like Change 127.0.0.1 to the correct address of the other machine Not sure about how to change it from the Gazebo side Hope this helps! Rajat"
10,Ardupilot SITL + gazebo on different computers,3,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?","Hi, * thankyou for that. I’ll give it a try asap. Allready fixed gazebo side, i was editing wrong model file "
10,Ardupilot SITL + gazebo on different computers,4,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?","Still not good enogh. As i understand i have to specify frametype as gazebo-iris with -f flag. But in this case, it cant connect to mavproxy. At least it keeps waiting heartbeat from tcp:127.0.0.1:5760. If i choos frame type as X for example, then it seems to work fine, but of course it does not open gazebo connection. Any ideas?"
10,Ardupilot SITL + gazebo on different computers,5,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?","Ok, i get it, it needs gazebo connection i order to start mavproxy, right? Seems that i have still some issues there. EDIT: I have a feeling that something is still wrong. SITL starts with messages: Now that Bind 127.0.0.1:9003 for SITL in Is that correct? I presume it should listen on machines external address, in my case on 172.16.66.100 ?"
10,Ardupilot SITL + gazebo on different computers,6,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?","It’s old post but, somebody solve this issue ?"
10,Ardupilot SITL + gazebo on different computers,7,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?","Here’s an example of how to configure SITL and Gazebo so they can run on different machines. In this case we’re running:  Gazebo on a macOS machine with address 192.168.1.31  SITL on an Ubuntu VM machine with address 192.168.1.170   We’ll use the iris_with_ardupilot model from the ardupilot_gazebo repo. Configure the Gazebo model Edit the SDF the ardupilot_gazebo plugin in models/iris_with_ardupilot/model.sdf to read: Reinstall the model with: then launch Gazebo (on 192.168.1.31) with: It’s a little confusing as <fdm_addr> is actually the address of the SITL machine and the flight dynamics in this case is being supplied by Gazebo to SITL. The ardupilot_plugin will bind to the socket 192.168.1.31:9002 and listen for messages from SITL. It will attempt to connect to 192.1.168.170:9003 and then send messages to SITL. Run SITL On the machine that you’re running SITL (192.168.1.170) launch a session with: Note that you must place the additional SITL instance arguments in quotes. You don’t need to specify the ports --sim-port-in-9002 and --sim-port-out=9003 as we are using the defaults. In the SITL console you should see something like: Here SITL is binding to a datagram (udp) socket on the local machine. In the ArduPilot SITL code the socket is binding to 0.0.0.0:9003 not 127.0.0.1:9003 as reported. That’s important as the socket bound to 0.0.0.0:9003 will listen to all network interfaces not just the local machine (which is why Gazebo can then connect to it, whereas it could not connect to the loopback address)."
10,Ardupilot SITL + gazebo on different computers,8,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?",Thank you very much for help.
10,Ardupilot SITL + gazebo on different computers,9,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?","For anyone trying to do this with multiple SITL instances, each instance in a different computer you need the --sim-port-in and --sim-port-out but they are inverted with respect to the gazebo model."
10,Ardupilot SITL + gazebo on different computers,10,"I followed the SITL+gazebo tutorial (*) using the plugin (*) and I was able to run SITL + gazebo in the same computer. However, I want to be able to run SITL in one computer and gazebo in another one, is it possible to pass the address of the gazebo computer as a parameter when starting sim_veichle.py?",Hi Loki2020 I’m stuck. Can you help me? I applied instructions above. First of all there is no such a folder as […]/iris_with_ardupilot in swiftgust repo. I see “link 1 down” message on the Mavproxy white-theme console. What I did: Tried to make SITL and gazebo_plugin run in the same computer: 1 - on gazebo computer (192.168.1.36) modify …/iris_with_standoffs_demo/model.sdf as described above 2 - Reinstall and Launch gazebo as described above 3- Run SITL : sim_vehicle.py  -v ArduCopter  -f gazebo-iris  –sitl-instance-args=“–sim-address=192.168.1.36” –console  –map
11,Running Gazebo Ardupilot Plugin and Ardupilot SITL on Different Computers,1,"Hi, I have just begun drone programming and started from using SITL as you guess. All example about gazebo and SITL runs on the same computer using localhost. I want to run them on different computers such that one computer’s IP address is 192.168.1.36 and the other one’s 192.168.1.42. For example let gazebo run on 192.168.1.36 and SITL run on 192.168.1.42. There is already a  * which is old and doesnt have valid answers. Can anyone help me on this issue? Thanks…",Did you solve it? I’m trying to do the same thing.
11,Running Gazebo Ardupilot Plugin and Ardupilot SITL on Different Computers,2,"Hi, I have just begun drone programming and started from using SITL as you guess. All example about gazebo and SITL runs on the same computer using localhost. I want to run them on different computers such that one computer’s IP address is 192.168.1.36 and the other one’s 192.168.1.42. For example let gazebo run on 192.168.1.36 and SITL run on 192.168.1.42. There is already a  * which is old and doesnt have valid answers. Can anyone help me on this issue? Thanks…",No I quit after enough trying. If you solve please illuminate here
11,Running Gazebo Ardupilot Plugin and Ardupilot SITL on Different Computers,3,"Hi, I have just begun drone programming and started from using SITL as you guess. All example about gazebo and SITL runs on the same computer using localhost. I want to run them on different computers such that one computer’s IP address is 192.168.1.36 and the other one’s 192.168.1.42. For example let gazebo run on 192.168.1.36 and SITL run on 192.168.1.42. There is already a  * which is old and doesnt have valid answers. Can anyone help me on this issue? Thanks…",I provided a solution that worked for me in the discussion that you linked.
12,Align T-Rex 450 on simulator with Realflight,0,I am installing a FC on an Align T-Rex 450 helicopter and before trying it in the field I would like to test it on the simulator. I saw that on Github this model of helicopter does not exist and there is not even a helicopter of that class. Is anyone working on the construction of a 450 class helicopter on Realflight and STIL?,
13,Implementing Collision Avoidance with Range Finders in SITL,1,"Hello, I am currently attempting to configure obstacle avoidance for a copter in SITL using MissionPlanner 1.3.68 and ArduCopter 3.7.0.  I have configured the following parameters via MissionPlanner:  RNGFND#_ORIENT = 25 ( down ) RNGFND#_PIN = 0 RNGFND#_TYPE = 1 ( analog ) PRX_TYPE = 4 ( use rangefinders for proximity sensors ) AVOID_ENABLE = 7 ( use sensors for collision detection ) AVOID_BEHAVE = 1 ( stop when encountering an obstacle )  To check if the range finder was enabled and was reporting valid input I graphed RANGEFINDER.distance and was able to see accurate readings on takeoff and landing.  Additionally, when I set the rangefinder to be orientated forward instead of down and enabled the radar view in MissionPlanner via ctrl-f, I was able to see the rangefinder field in front of the drone. It is worth noting that the drone was flown in guided mode.  Upon reading several doc pages on collision detection, I believe collision avoidance is available in guided, loiter, and a few other modes. However, in both cases, the drone crashed when encountering an obstacle ( SITL console reported APM: Crash: Disarming ).  In the case of the downward facing sensor, we told the drone to fly straight into the ground ( using right click - fly to command on the sitl map window ) which it did, instead of stopping before crashing.  With the forward facing sensor, we told the drone to fly horizontally outwards and when it encountered an obstacle in front of it, it crashed again instead of stopping in front of the obstacle. EDIT Upon further investigation, I have found out how to run collision avoidance while using fences ( I believe ). When I enable fences via FENCE_ENABLE = 1 and set AVOID_ENABLE = 1 to use those fences as an obstacle source, the drone does exhibit the behavior of AVOID_BEHAVIOR.  So I suppose the new question should rather be if I am missing a parameter to enable the rangefinders to actually detect the SITL environment or if it simply not possible for them to detect the environment in SITL.  In which case, I wonder if it is possible to add obstacle to the SITL world.  I can add objects through gazebo, but I do not believe they can be sensed by the rangefinders simulated in SITL.  I have yet to finish running tests on this possibility, however. Any help with resolving this issue would be much appreciated. Thanks, Varun","Hi, did you make any progress on this ? I am also looking to test rangefinders (two or more) functionality in SITL."
