Post,Title,Comment,Query,Contents
2,SingleCopter of Benjamin Prescher on Ardupilot,10,"Hi everyone, I am trying to make the singlecopter featured by Benjamin Prescher on Hackaday * but working with Ardupilot. I never made a singlecopter and I still have a lot to learn to make it work, so I share data so that more members of the forum are encouraged to assemble it and try to make this work. My progress so far is as follows, watch the video: * *  It still does not respond as it should, the thrust motor seems uncontrollable, it maintains a high speed that does not respond to the transmitter, and the blades do not know if they work as fast as they should, parameters will have to be checked. I have followed the documentation at  https://ardupilot.org/copter/docs/singlecopter-and-coaxcopter.html Components for Ardupilot compatibility:  F4 Omnibus PRO Rest of components indicated in Hackaday CAD files at https://www.thingiverse.com/thing:4635873/files   I await your answers, advice, and if you dare to carry out the same project, GREAT, a more detailed guide to the process could be carried out later, and improve the design, where a server has more control.","I have also built one of these Benjamin Prescher mono copters. I initially used betaflight but due to my really bad flying skills I needed to add althold mode so switched to ardupilot. I just completed my first flight using ardupilot, and it went pretty well. Although due to the wind it kept getting blown off course and I was unable to correct it so had to dump it several times in the long grass. I am working on improving my flying skills by using a simulator and I bought a small quad which uses the same transmitter to learn on. I think the Alt hold will help me a lot once I get it working properly as then I can just concentrate on hovering in one place using pitch and roll and not have to also control the throttle. I have certainly learnt a lot and am now fully addicted to this hobby. Building this monodrone as my first experience probably wasn’t the smartest idea, and now I realize there is so much to learn (motors, props FCs, ESCs etc etc). I 3D printed initially with PLA, but every time I crashed, the top frame snapped around the motor. I then tried PLA+ and super tough PLA, but it always snaps at the weak spot where the spars join the center motor mount. I am currently redesigning this top frame to beef up that area. (I’ll stick it on thingiverse if it works). I used a recommended motor eventually after failing to get it to work with some cheap 2212 2240Kv motors, I ended up using	Racerstar Racing Edition 2306 BR2306S 2700KV and gemfan 6042-3 props, this seems to allow it to hover at about mid throttle with 3S 1300mAH batteries. As I was trying to do this on a budget I used an Olimex STM32F405 board I had lying around and made some PCBs to handle the connections to the servos and external sensors. As I am an experienced micro programmer I had no trouble building Ardupliot for this custom platform. (although if I ever get it to fly reliably I may splash out on a real FC). I’m hoping the next flight, when there is no wind, may stay in the air for more than a few seconds   I did notice that when I tried to roll away from the wind it got unstable, probably was saturating the servos, I have a log recorder so I need to analyze those logs. It does like to drift in various directions even without wind. I used 2lian PIDs to start with, but would certainly like to see if anyone has well tuned pids for this model of monocopter. I can’t keep it in the air long enough at the moment to reliably tune them. Anyone else using arducopter for this monocopter?"
3,What parameters control Position radius or hover accuracy in auto modes?,1,"Need it for a stable hover. I know about WPNAV_RADIUS - does it also control the radius above any point that sticks are released in Loiter, Land, and the final RTL stage? Since this parameter is not working for me too well, are there other parameters I should look into?","Take a look at PID tuning, including rate, angle and position PIDs. There is a total of 11 PID controllers, all 11 have influence on the hover accuracy in auto modes."
3,What parameters control Position radius or hover accuracy in auto modes?,2,"Need it for a stable hover. I know about WPNAV_RADIUS - does it also control the radius above any point that sticks are released in Loiter, Land, and the final RTL stage? Since this parameter is not working for me too well, are there other parameters I should look into?","You are referring to PSC_POSXY_P e.t.c, correct? What about  WPNAV_RADIUS ? - Does it control the allowable XY error for hovering in Loiter when sticks are released (also in Land)? Or is it used exclusively when flying a pre-planned mission from waypoint to waypoint?"
3,What parameters control Position radius or hover accuracy in auto modes?,3,"Need it for a stable hover. I know about WPNAV_RADIUS - does it also control the radius above any point that sticks are released in Loiter, Land, and the final RTL stage? Since this parameter is not working for me too well, are there other parameters I should look into?","* No, as in the documentation, * is used to whether the WP has been hit or not. When loitering, the vehicle tries its best to hold its position. As * said, PID and PSC-related parameters influence the loitering performance directly. Basically, PID values are used to stabilize the vehicle on-air (achieve desired angles, accelerations etc.) while PSC parameters are used to (on top of PID) hold the vehicle in the desired position."
3,What parameters control Position radius or hover accuracy in auto modes?,4,"Need it for a stable hover. I know about WPNAV_RADIUS - does it also control the radius above any point that sticks are released in Loiter, Land, and the final RTL stage? Since this parameter is not working for me too well, are there other parameters I should look into?",And then when you have it perfectly tuned the positional accuracy of GPS will be the primary factor.
4,I'd like to work with a developer of Arducopter software,1,"Over the last 4 years I have been making no progress. In fact every new copter and every new software upgrade makes my copters perform worse and worse. It may be that the new software becomes more and more complex with more parameters that need to be carefully addressed. Since I’m not an expert in Arducopter software, before I throw a towel, I’d like to work with a developer who is working on the single-copter software. Perhaps it would benefit both of us as I can provide some valuable data. Below is a short history along with log files from the latest flights. I achieved nice and stable flights with Arducopter v3.4  Almost rock solid hover over a point and nice, slow and straight landings. That was 4 years ago and a video of my first copter in Loiter and RTL modes is below. There was quite a breeze. Unfortunately no log:      The latest tests from today are below. It’s the latest copter and software (v4.2). I did it in my backyard to protect the copter from any wind. All I wanted was to get to 2 m, hover over one point and land. All loiter and land or RTL. As you can see it will not hold position or attitude. Every switching to Land or RTL results with weird behavior. It usually descends much faster than years ago although the land speed is the same (30 cm/s). It will jump up before descending, go sideways, and the attitude log is very much a jig saw. I will switch to v3.6 to compare, but before I do that I wanted to post what I got to date. Quick Loiter and Land modes video: * Log: * Attempt to hover over a point; it dropped down by itself: * Attempt to hover and quick RTL: * Combined log for both: *","Bit unrelated but, is it only the GPS modes that are broken ? I’m saying this because I also struggled with my GPS (though there was a major bug on mine so I’m not sure). Later when I configured a quad with the same components, the pitch-roll axis I used for the single copter were reversed compared to what I was now using for the quad (and the quad GPS modes now worked fine). Commands on the radio controller were doing exactly the opposite movement as to what was happening on the single when in manual and AltHold. I am still very confused about that and could never troubleshoot it. Maybe I fucked up the setup of my single, and you somehow did the same (maybe there is a problem in the documentation and or the code that makes the roll-pitch reversed). I want to add that on my single, the attitude displayed in missionplanner was right, North was North, pitching down (arrow on the computer pointed down) was down, right was right. The flaps were acting accordingly (I mean, it was flying if that’s not proof). Same thing on that quad, everything was the same, except the stick of the radio. (also triple checked the radio config at the time, no major changes on there) All of this confused rambling by myself to say that maybe, there’s a strange thing on what pitch-roll means and the GPS is confused. If you have a quad on hand you could compare."
4,I'd like to work with a developer of Arducopter software,2,"Over the last 4 years I have been making no progress. In fact every new copter and every new software upgrade makes my copters perform worse and worse. It may be that the new software becomes more and more complex with more parameters that need to be carefully addressed. Since I’m not an expert in Arducopter software, before I throw a towel, I’d like to work with a developer who is working on the single-copter software. Perhaps it would benefit both of us as I can provide some valuable data. Below is a short history along with log files from the latest flights. I achieved nice and stable flights with Arducopter v3.4  Almost rock solid hover over a point and nice, slow and straight landings. That was 4 years ago and a video of my first copter in Loiter and RTL modes is below. There was quite a breeze. Unfortunately no log:      The latest tests from today are below. It’s the latest copter and software (v4.2). I did it in my backyard to protect the copter from any wind. All I wanted was to get to 2 m, hover over one point and land. All loiter and land or RTL. As you can see it will not hold position or attitude. Every switching to Land or RTL results with weird behavior. It usually descends much faster than years ago although the land speed is the same (30 cm/s). It will jump up before descending, go sideways, and the attitude log is very much a jig saw. I will switch to v3.6 to compare, but before I do that I wanted to post what I got to date. Quick Loiter and Land modes video: * Log: * Attempt to hover over a point; it dropped down by itself: * Attempt to hover and quick RTL: * Combined log for both: *","I can’t tell because I am not able to fly single copters in Stable mode. My next move will be to start swapping hardware piece by piece. Compass, autopilot, etc. I don’t think however it’s the hardware. Before I do that, I’ll load an old stable software such as 3.6"
5,Minimum motor PWM after take off,1,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,","I have a vague memory of that in the AltHold section, but I’m not sure. I would advise against using such a thing for manual control though, if you set it too high you could send your copter to space with no way to bring it down (safely). Such small error can happen very fast, you remove a camera or change the battery, forget about the setting, and your copter goes to heaven. If this features does not exist and the devs want to implement it (it’s quite usefull for the single/coax), we would need some safety to bring the copter back down."
5,Minimum motor PWM after take off,2,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,",………………. * MOT_SPIN_MIN
5,Minimum motor PWM after take off,3,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,","I agree. This may result in a potentially risky situation.  Didn’t think about it. But what would be the remedy? You know this situation real well yourself from you own work. I have finally ended up with a single copter that’s ultra light and efficient. It has a chance of staying in the air for 20+ minutes. The copter uses 12"" prop that spins quite slowly so the air flow over flaps is low. Its is very controllable at hoover, but the moment the motor PWM drops 100 below hoover PWM the flaps lose their authority, will not recover even if throttle is increased, and it crashes. For the flaps to be effective at 100 PWM below hoover they would have to be gigantic. I tried that but it is not feasible. Adds too much bottom weight and size. I thought that limiting motor rpm would be the solution but I must agree with you - it may create a potential fly away hazard. Dave just advised about the MOT_SPIN_MIN parameter that would need to be set just below hoover. If not MOT_SPIN_MIN, what other parameters could I use for all the modes? Would PILOT_SPEED_DN be the parameter? If so, will it work in ALT_Hold, Loiter and Stabilize? It must also work in RTL and Land modes. There is a PILOT_ACCEL_Z parameter. Does it work in both directions and in all modes? I however would not want to limit speed and accel in the up direction. For the final stage of RTL I think I can rely on LAND_SPEED and LAND_SPEED_HIGH but that will not work during normal flight. Any thoughts on that?"
5,Minimum motor PWM after take off,4,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,","Thank you Dave. I’ll give it a try. Could you please also read the comment from Hubble, my reply to him, and let me know what you think? Thx"
5,Minimum motor PWM after take off,5,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,","I think MOT_SPIN_MIN is your only option and you will have to be careful for the reasons mentioned if it’s too high (it won’t come down ) . I would be interested to see a Flight Log, it’s not everyday we see a fairly successful  Single Copter. Most are like the Balance Bots of Rover; sounds cool but in execution not so much."
5,Minimum motor PWM after take off,6,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,","Sure, I’ll poste a log. I can even post a log from previous crashes. Single copter with a small 5-6"" propeller is not a problem. They fly really nicely and stable because they make a lot of air flow over the flaps. What’s challenging is landing and sometimes take-off. At take off and landing the flaps have the opposite effect to that after airborne because at least one of the legs is “anchored” to the ground and so the copter cannot move the tail for balancing. Because the copter is virtually weightless at that moment, and with high center of gravity, the force from the flaps make the copter fall sideway. Best would be to disable flaps until the copter is a few centimeters above the ground, that is until it is free to move the tail for balancing. The same at landing. Automatically disable them just before touch down. What I do - I kill the motor if I remember. During take-off, you must take-off quite fast to let the flaps do the job. This is a serious problem. One should be able to take-off and land slow and gently. Especially with a large single copter. Another problem is having any side ways speed vector during landing. Because of the high center of gravity, any side speed makes the copter fall over. There is always some wind, so manual slow landing practically always ends up with a fall. This is why I practically always land in auto mode (Land or RTL). These modes make the copter land perfectly vertically even in windy conditions. Optical flow sensor here works really well. It’s just like landing a helicopter - no sideway speed allowed. Unfortunately these small single copters don’t stay in air for too long. In my case just about 2 minutes. This is why I built this next ultra light and larger version. Same weight but prop is twice the diameter. The power draw is a quarter of a small copter. It hovers at a very low throttle. I just did not expect that even large flaps would quickly lose their authority at throttle level just below hover. You make it descent too fast and it goes into resonance and crashes. I tested many different styles of flaps (on a test rig). The conclusion is always the same: they need to be unreasonably large to work well at very low throttle settings. An alternative is to use a very heavy battery on top of the copter, which kind of defeats the purpose. In my opinion single copters are fine, except for landing them safely. They are really fun."
5,Minimum motor PWM after take off,7,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,","I think we went a bit out of topic, but Yeah, I had exactly the same problem at take-off and landing. Full throttle taking off and none touching down adds a bit of spice to the piloting lol (hadn’t time to set up auto mode properly on mine so I only did that). I would absolutely love to see videos (and logs) with your explanations and frequent updates (I sadly can’t have fun with building one for the next few years so…). Maybe it could even inspire more people to build a single copter on this community To solve the touch-down / take-off issue, the only thing I see is having the flaps above the center of mass. But you’ll have to start a brand new single-copter design to achieve that (could be much better than what we are used to, idk). For the flaps authority, it really seems like you’ve reached the limit. I don’t know what your design looks like exactly but here are two ideas:  ducting the flow grid design (so basically, having more than 4 flaps)  I would love to see a grid design, I think it could have some insane performances to weight, especially on big single-copters. But it’ll be a pain to create."
5,Minimum motor PWM after take off,8,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,","I use a variety of grid fins interchangeably with planar fins. I try not to as I find they generate more drag, and consequently reduce flight time. They are heavier too. In my tests I see that they generate only about 30% more torque than the lighter and longer planar fins. Attached is a picture of a fin that I will use in my next copter. Shrouded propeller is a bit more efficient, but I find that the extra weight is not worth it. I started with shrouded, but now I also use open propellers. I did experiment with flaps on top, also flaps on top and at the bottom. The problem is that the top flaps must still be placed below the propeller. That means that the motor and servos are placed very high. This forces the top flaps to have to swing a lot of mass. In my case they take-off nicely, hover for a moment, but get into resonance and crash. The top flaps are not able to cope with the large inertia at the top. In case of top and bottom flaps, the bottom flaps can’t cope with the low center of gravity (because of the centrally placed battery) and low air flow (being so far down from the prop). I had better luck replacing flaps with 4 small motors and propellers on top of the copter, with propeller shafts horizontal. You can use bi-directional motors or variable pitch props. That however was a lot of added mass that created no lift, just side forces. The frames flew quite well. They would cope with lending while having some lateral speed but the power draw was huge. Because of that the flight time was only about 1 minute. My specialty is internal combustion engines, so my primary goal always was to develop larger, gas powered drones. For gasoline engines I find single copter to be the most logical type of frame. The electric copters I build are only stepping stones as they are a million times simpler to work with, and cost less after I crush them. Unfortunately, I am not a pro in using Arducopter software, so I really struggle with it. There are hundreds of useful commands and settings that would make it all work well, but I don’t even know about their existence. I only learn about them when I crush and look for solutions. It takes me almost a year to rebuild a gas powered copter, so it is no fun. That’s why any help I get on this forum is priceless for me. I can see several ways of improving take-offs and landings but they can only be implemented in larger gasoline drones than those I’m working on at the moment. Cheers!"
5,Minimum motor PWM after take off,9,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,",Hi Dave. Please see my new entry at the bottom. I’ll get you logs and more info after I finish the new copter and fly it.
5,Minimum motor PWM after take off,10,"I need to set a minimum PWM for the motor that it will not go below after take off. Is there a way to do that? Obviously during arming and taking off PWM will need to be lower than that. But once air borne I cannot have throttle PWM go below a certain value, or else the copter becomes unstable, has poor response to the flaps, and crushes. Another words - I need to be able to set a minimum PWM for descending, that is just below hoover PWM, both in auto and manual modes. For starters, I think I could live with being able to set MIN motor PWM for all modes and phases of flight, All I need is a motor PWM not drop below that value. The problem I see is that the ESC will not arm if PWM5 MIN is set too high,",That’s some insane work dude!
