Post,Title,Comment,Query,Contents
2,Welcome v3.1 and thanks dev team,10,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Thanks for an awesome development job on 3.1, my hex is going so well, great work. Cheers"
2,Welcome v3.1 and thanks dev team,11,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",thanks dev team!
2,Welcome v3.1 and thanks dev team,12,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Hi to all, First I would like to thanks all the dev team for the great and colossal work they do on the “ardu…” project. I have upgrade my APM to 3.1 tradheli (with MP)  but i can’t find where to get the code for the 3.1 ? (want to try some modifications) When i follow this “how to” the code is noted “arducopter v3.2 dev”, is it the 3.1 , can i fly this code ? thanks for your help thanks for your help bruno"
2,Welcome v3.1 and thanks dev team,13,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",*
2,Welcome v3.1 and thanks dev team,14,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","ok stefan, no problem And what is the appropriate subforum ?"
2,Welcome v3.1 and thanks dev team,15,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",i think that i found it here *
2,Welcome v3.1 and thanks dev team,16,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","So will this now be the official arducopter forum. Or is the old ning forum still going to be used for things like version release announcements? I think the announcement, including details, should all be in one forum. Making the announcements sticky."
2,Welcome v3.1 and thanks dev team,17,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",N-Z-N This forum is for all things 3DR and related. DIY Drones will cater to a wider AP audience. Moving forward releases will be mentioned on DIYD but this forum will be the place for all APM Plane and APM Copter discussions. This is forum is a much better platform than the Ning platform for conversations. These forums are not a surprise move they have been in place for nearly a year and we have been improving them to cope. Both on the moderation and admin side.
2,Welcome v3.1 and thanks dev team,18,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",Its about time we got here. Ning is a terrible platform.
2,Welcome v3.1 and thanks dev team,19,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","When I said we, I should have said Stefan, Tridge and Craig have been working hard on improving this forum. Combined with the work the Wiki team has undertaken * might well be the most comprehensive and complete UAS builders resource on the web."
2,Welcome v3.1 and thanks dev team,20,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",First time loiter with 3.1 and 5010 620kv motors… thx [youtube]*
2,Welcome v3.1 and thanks dev team,21,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",also tested RTL… fine [youtube]*
2,Welcome v3.1 and thanks dev team,22,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Any chance you can add a choice of which stick Drift is assigned to in the next release. Many of use fly mode 4  in Australia (rudder and elevator is on the right, throttle and aileron on the left). Drift seems great other than the fact I have the turning on the finger with the throttle taking away the advantage. A simple drop down to select if drift is on rudder or aileron would be great (seems kinda unnatural not to put turning on the rudder to me but then again most people are mode 1 or 2 internationally I guess…)"
2,Welcome v3.1 and thanks dev team,23,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Thanks Team! I did a simple mission with six waypoints, the sixth being auto land. I think the picture says it all…"
2,Welcome v3.1 and thanks dev team,24,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","I add to you, We fly mode 4 too  "
2,Welcome v3.1 and thanks dev team,25,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",Me Too
2,Welcome v3.1 and thanks dev team,26,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",Drift is really nice!  Would there be a way to use the programming for drift as the turning command at waypoints to eliminate the hard yaw/mechanical turn behavior it uses now?  And adding altitude control similar to what is used in ALT mode or GPS mode where the throttle stick controls altitude instead of motor speed would put drift over the top!
2,Welcome v3.1 and thanks dev team,27,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Hello, first i want to thanks very much developers team. Thanks!, i´m using an hexacopter RCtimer 550 motors HP2212-1000KV , speeds: SK30A, 1045 Carbon Fiber Prop, 4500ma 4S Lipo, external BEC, APM 2.5, external GPS, Futaba 8g, RX Corona 8Ch 2.4 , 5%compassmot. I used to fly with 3.01 and it flies really well. It did great RTL´s and a couple misions OK, with land included. A week ago i actualized to 3.1. Just a few flies, but i notices that loiter its similar to preview version (really good), but when i rotate the hexa - give some yaw - it´s lost the Z axis, i mean it moves outwards. With 3.01 version i did a lot of turns in loiter mode and it always kept the Z axis, but now it moves…more yaw i give more displacement… i try increasing Ploiter…and i tried many times…it´s go better increasing P and I Loiter…and with more altitude. I tried a couple of RTLS fine and a mision and went ok…but i dont know what´s hapend in loiter mode with yaw… any idea? Many thanks!"
2,Welcome v3.1 and thanks dev team,28,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",Thanks Dev’s! I’m using it on a heavy lift (6kg) octo and small quad. Both are flying great!
2,Welcome v3.1 and thanks dev team,29,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","How do I get APM 3.1? I am new to APM.  I just received the new Pixhawk.  I downloaded Mission Planner using the link “Permanent link to latest”.  Downloaded and installed “MissionPlanner-latest.msi”.  After opening the Mission Planner, I can not determine which version it is.  I just see “Mission Planner 1.2.93 build 1.1.5131.36508” in the Titlebar.  Is this APM 3.1? How do I get 3.1 firmware on my new Pixhawk?"
2,Welcome v3.1 and thanks dev team,30,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Hi QUAD4EVER, You can see the firmware version in the initial setup, Install firmware."
2,Welcome v3.1 and thanks dev team,31,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Thanks, dev team for such an amazing accomplishment, not only in this last version but all the other versions that lead to this ""engineering work of  art"" Keep up the good work!"
2,Welcome v3.1 and thanks dev team,32,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Hi, I would like to thank you for all the work you’ve done. My copter is not flying yet due to some servo problems. BUT, I saw the many videos showing the performance of every single versions of Arducopter and it just outstanding. Regards, Try to keep doing this. It’s just amazing for us."
2,Welcome v3.1 and thanks dev team,33,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","Hi Everyone this is my first post on the APM forums, I feel now like I have a more direct line of communication with the developers involved in the development of this awesome platform…so here goes… I have had this question bugging me for a long time why do we have that crazy sequence for the calibration of the accelerometer, what are the advantages of this method over something we see with the multiiwii or KK platforms…I am sorry if this question has been answered before…but if someone would answer this I would be thankful…what would happen if we do not place the copter perfectly 90 degrees on its side with respect to the ground…will this mess up the calibration… "
2,Welcome v3.1 and thanks dev team,34,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *","I just want to say a massive thanks to all that have been working on the 3.1 releases! Amazing work, and as a user,  I’m much appreciative of the support. Happy flying!"
2,Welcome v3.1 and thanks dev team,35,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",Thank you the dev team for this awesome software! This is the first time in my life when I believe that the open source solution is better than any other solution. I was litterally amazed when I saw the demonstration of a quad loosing a propeller and still be able to fly! It is almost real rocket science  
2,Welcome v3.1 and thanks dev team,36,"Finally it’s here! Huge thank you all those involved for making this release possible. ArduCopter has come so far in the last two years, it’s more amazing than most realize! Details of the release here: *",Thanks for all   I’m new and I wanted to thank you for the help you give to us novices who are preparing to fly. Reguards Gorthan
3,Read first: How to use this forum,0,"Welcome to the APM:Copter forum! Before posting, please check the *, review the firmware release notes in the subforum, and search this subforum for existing answers to your question. Help avoid duplicate threads by finding other operators with the same issue. When formulating your post, use a descriptive title such as “Copter altitude not stable in alt hold mode” (not “HELP!” or “Problem”). Please include the following information to help diagnose your query: [ul][li]Describe the problem you are having. What is the expected verses the observed behavior?[/li] [li]Provide hardware information such as the brand and version of your autopilot, GPS, radio, and compass, as well as any other pertinent details about your setup.[/li] [li]What version of the APM:Copter firmware version are you running?[/li] [li]For flight issues, provide your dataflash log. * for instructions on retrieving a dataflash log.[/li][/ul]",
4,Espero ajuda dos abençoados,1,"meu nome e felipe sou iniciante no robi sera alguem pode me dar uma força para comfigurar minha APM acabei de comprar mas nao consigo comfigurar a bulsula  quando inicio os procedimento o progama missionplaner trava. atualizei para 3.1 seguindo um passo a passo de um video,   aguado respsta .",The APM flight controller has been obsolete for many years and is no longer supported. Get another Flight Controller.
4,Espero ajuda dos abençoados,2,"meu nome e felipe sou iniciante no robi sera alguem pode me dar uma força para comfigurar minha APM acabei de comprar mas nao consigo comfigurar a bulsula  quando inicio os procedimento o progama missionplaner trava. atualizei para 3.1 seguindo um passo a passo de um video,   aguado respsta .","Compra outra placa controladora. Essa é muito muito velha e quase ninguém se lembra como é que ela funciona. Os abençoados usam placas mais recentes, que custam o mesmo ou menos que o APM 2.8 de 2013."
4,Espero ajuda dos abençoados,3,"meu nome e felipe sou iniciante no robi sera alguem pode me dar uma força para comfigurar minha APM acabei de comprar mas nao consigo comfigurar a bulsula  quando inicio os procedimento o progama missionplaner trava. atualizei para 3.1 seguindo um passo a passo de um video,   aguado respsta .",me endique uma placa atualizasada pesquisei mas os topicos sao de 2017 abaixo sou recente no aeromodelo quero montar um hexa para FPV ou trico´tero JA jamontei um tricoptero mas estou tentando comfiguraralo esperando a chgada da bateria. brigda a voçe pela atençao.
4,Espero ajuda dos abençoados,4,"meu nome e felipe sou iniciante no robi sera alguem pode me dar uma força para comfigurar minha APM acabei de comprar mas nao consigo comfigurar a bulsula  quando inicio os procedimento o progama missionplaner trava. atualizei para 3.1 seguindo um passo a passo de um video,   aguado respsta .","Não pesquisou o suficiente. Ponha “ArduCopter hardware” no Google e vai ver que acha boards mais que suficientes. Neste momento o firmware ArduCopter suporta mais de oitenta hardwares diferentes. Qualquer um deles serve para um hexacoptero, excepto o APM 2.8 que você tem. As melhores placas são as Matek H743"
4,Espero ajuda dos abençoados,5,"meu nome e felipe sou iniciante no robi sera alguem pode me dar uma força para comfigurar minha APM acabei de comprar mas nao consigo comfigurar a bulsula  quando inicio os procedimento o progama missionplaner trava. atualizei para 3.1 seguindo um passo a passo de um video,   aguado respsta .", Amilcar Lucas muito obrigado pelas suas informaçoes con### segui algumas configurações para minha apm 2.8 atualize### i para 3.2.1 agora tenho um problema nao consigo armar osmotores ja pesquisei tanto que estou com a mao direita doedo por causa do mause mas vou continuar insistindo nao desisto facil dos meus objetivos. o probelma que aqui nao tenho tenho nimguem para me ajudar. agradeço a voçe de coraçao
4,Espero ajuda dos abençoados,6,"meu nome e felipe sou iniciante no robi sera alguem pode me dar uma força para comfigurar minha APM acabei de comprar mas nao consigo comfigurar a bulsula  quando inicio os procedimento o progama missionplaner trava. atualizei para 3.1 seguindo um passo a passo de um video,   aguado respsta .",Tem sinal de GPS? Está em modo stabalize?
5,Using APM 2.8 with ROS for an indoor autonomous drone project? Need help setting up,1,"Hi, So I’m building a quad-rotor for my project using an APM 2.8 for inddor navigation and surveillance. Can you please guide me on how to setup communication between APM and SBC (raspberry pi/ Asus tinkerboard) over ROS ? I’ve accidentally burnt one of my APM 2.8. One of my friend suggested I can use mavros package to communicate to APM and override RC commands.","Hello, got the same question, have you reached to a solution?"
5,Using APM 2.8 with ROS for an indoor autonomous drone project? Need help setting up,2,"Hi, So I’m building a quad-rotor for my project using an APM 2.8 for inddor navigation and surveillance. Can you please guide me on how to setup communication between APM and SBC (raspberry pi/ Asus tinkerboard) over ROS ? I’ve accidentally burnt one of my APM 2.8. One of my friend suggested I can use mavros package to communicate to APM and override RC commands.",* The solution would include not using an obsolete unsupported Flight Controller.
5,Using APM 2.8 with ROS for an indoor autonomous drone project? Need help setting up,3,"Hi, So I’m building a quad-rotor for my project using an APM 2.8 for inddor navigation and surveillance. Can you please guide me on how to setup communication between APM and SBC (raspberry pi/ Asus tinkerboard) over ROS ? I’ve accidentally burnt one of my APM 2.8. One of my friend suggested I can use mavros package to communicate to APM and override RC commands.","Well I’m obliged to use the 2.8, i really don’t have any other option, what would i do?"
5,Using APM 2.8 with ROS for an indoor autonomous drone project? Need help setting up,4,"Hi, So I’m building a quad-rotor for my project using an APM 2.8 for inddor navigation and surveillance. Can you please guide me on how to setup communication between APM and SBC (raspberry pi/ Asus tinkerboard) over ROS ? I’ve accidentally burnt one of my APM 2.8. One of my friend suggested I can use mavros package to communicate to APM and override RC commands.","Well, follow the Wiki of course. *"
6,MP -> GPS Passthru No Go on Windows 10,0,"Windows 10 Home, MP Ver. 1.3.77, U-Center Ver. 8.16. U-Center rejects the TCP connect.  However, the above configuration passes-thru perfectly on Windows 7 Pro.  After manually configuring the U-Blox M8N (DIY Quad) immediately received 18 birds.",
7,HELP ME with this issue,1,"I am using APM 2.8 for my Hexacopter. While arming my Motors are not spinning at same speed . Based on the throttle, Motors spinning one by one… At maximum throttle only all are spinning. During esc calibration all look fine…that time motors spinning at same speed. Pls help me with this issue.",If you are doing this on the bench without props it’s meaningless. And the APM Flight Controller is long obsolete.
7,HELP ME with this issue,2,"I am using APM 2.8 for my Hexacopter. While arming my Motors are not spinning at same speed . Based on the throttle, Motors spinning one by one… At maximum throttle only all are spinning. During esc calibration all look fine…that time motors spinning at same speed. Pls help me with this issue.","with propellers on, I have to do the calibration…?"
7,HELP ME with this issue,3,"I am using APM 2.8 for my Hexacopter. While arming my Motors are not spinning at same speed . Based on the throttle, Motors spinning one by one… At maximum throttle only all are spinning. During esc calibration all look fine…that time motors spinning at same speed. Pls help me with this issue.","What he says is that if you expect to see an flight mode that regulate the speeds, as in flight… Then don’t expect to make it behave well on the bench. If it runs fine during calibration, then try to fly, not “dry run on bench”"
7,HELP ME with this issue,4,"I am using APM 2.8 for my Hexacopter. While arming my Motors are not spinning at same speed . Based on the throttle, Motors spinning one by one… At maximum throttle only all are spinning. During esc calibration all look fine…that time motors spinning at same speed. Pls help me with this issue.","It’s amazing how this issue pops up once a week. For all the other users out there: follow the instructions, do not try to devise your own “experiments” if you do not have basic understanding of closed-loop control theory."
7,HELP ME with this issue,5,"I am using APM 2.8 for my Hexacopter. While arming my Motors are not spinning at same speed . Based on the throttle, Motors spinning one by one… At maximum throttle only all are spinning. During esc calibration all look fine…that time motors spinning at same speed. Pls help me with this issue.","maybe there should be a dedicated doc page for those tabletop pilots? if such a page was linked to from the ESC calibration page, and some other basic setup pages, that would catch at least a decent percentage of those that dream of dry-testing and then complain about crash detection, disarming, and odd motor speeds."
7,HELP ME with this issue,6,"I am using APM 2.8 for my Hexacopter. While arming my Motors are not spinning at same speed . Based on the throttle, Motors spinning one by one… At maximum throttle only all are spinning. During esc calibration all look fine…that time motors spinning at same speed. Pls help me with this issue.","We answer the same question here, at least once a week. But no one looks  And the Esc calibration pages are OK, the problem is people thinking that they can create better “experiments” than those stated in the documentation. So YES, a big read WARNING on the documentation, would be nice to have."
8,What if ArduCopter/ArduPlane does not occur in my Arduino's Sketchbook?,1,"I followed the instructions on “How to Build Ardupilot with Arduino”, but in the end, my Arduino looks like this:  *  whereas it should look like this: *  Can anyone explain why is that?         ","* I have the same issue. If you have solution, please help me out. Thanking you."
9,Sharp increase in negative vertical speed in Loiter and RTL modes,0,"Hello. Please help me figure out the problem. The copter (frame F330, APM2.8 on vibration isolation, firmware 3.2.1, powered by a current sensor - power module) flew on PIDs by default, it was staggering, but tolerable. Carried out auto-tuning. The swaying has ceased, but now it often tries to spontaneously increase its vertical speed while descending, up to a collision with the ground. This is not a fall, but a stabilized landing at high speed (I’ve seen up to 4.5 m / s on FPV). We fly mainly in Loiter and RTL modes. In these modes, the described phenomenon occurs. Before autotuning, we flew a lot and there were no such problems. Previously, the GPS module was replaced (Ublox M7N). The old battery ran out and after replacing it, it has become unstable to determine the position. Once I could not give 3D FIX for 30 minutes. Was replaced by a new one (Ublox M8N. As it turned out later - counterfeit with the impossibility of flashing). We flew with the new one without any problems. Autotuning has been performed with a new module. We tried to roll back PIDs to old ones, reload firmware, load default parameters. No result. I tried to analyze the logs. Started with DAlt and Alt. When dropped, they match. Ie he “wants” to fall? Then ThrIn (aka RC3) and ThrOut. At the moment of the fall, ThrOut is at its maximum. And ThrIn becomes maximum with a delay (until we figure out that we need to pull the stick). ThrOut and AngBst. At the moment of falling AngBst increases and becomes equal to ThrOut or even exceeds it, but with a “-” sign. It looks like this setting is cumulative with ThrOut. If this is the case, then nothing should come out of the regulators at all, which seems to be true. And the most mysterious pair is Alt and GPS / Vz. It is not clear to me how, when climbing, Vz can be negative and when descending, it can be positive? I thought this was the case. I changed the GPS module back to the old one. This time he gave 3D FIX. But nothing has changed. In which direction to look is not clear. An internet search yielded nothing",
10,Tricopter tail servo control,1,I’m using a tricopter frame setup.  Is there a parameter that scales the movement of the tail servo?  I tried to restrict the movement by adjusting the EPA (end points) on my transmitter but this affects the arming.,"Adjust your endpoints, then do the radio calibration. Works for me with AC 3.1."
10,Tricopter tail servo control,2,I’m using a tricopter frame setup.  Is there a parameter that scales the movement of the tail servo?  I tried to restrict the movement by adjusting the EPA (end points) on my transmitter but this affects the arming.,"Thanks, JNJ, for your suggestion.  However, I was hoping to learn what software parameter, if any, exists that will scale each of the four control inputs.  For example, on a KK2 flight controller it is the “I_LIMIT” parameter that will do what I want.  Is there such a parameter for this board?"
10,Tricopter tail servo control,3,I’m using a tricopter frame setup.  Is there a parameter that scales the movement of the tail servo?  I tried to restrict the movement by adjusting the EPA (end points) on my transmitter but this affects the arming.,"* I’ll leave that to someone with more knowledge, unless the RCx_ parameters do what you are looking for. They are set when you do the radio calibration. Totally unrelated, but good to know; There is an unsolved tail-wagging issue with TriCopters running ArduCopter. Workarounds have been discussed here: -> *"
10,Tricopter tail servo control,4,I’m using a tricopter frame setup.  Is there a parameter that scales the movement of the tail servo?  I tried to restrict the movement by adjusting the EPA (end points) on my transmitter but this affects the arming.,how do you adjust endpoints?
10,Tricopter tail servo control,5,I’m using a tricopter frame setup.  Is there a parameter that scales the movement of the tail servo?  I tried to restrict the movement by adjusting the EPA (end points) on my transmitter but this affects the arming.,"Hello,  I have built a Tricopter using the Pixhawk  controller.  I am having problems with the Tail wagging.  I saw a link here for work arounds that does not seem to work (404 page error) I would really like to understand better what the issue is and how to address it.  Your help is appreciated. Thank you, Steve King"
11,APM2.8 GPS Probelm,1,"* i am facing an issue in my gps module with APM2.8 (Mounted a Ublox NEO7M GPS ), the problem is the GPS is not holding a position its hovering in a long distance as showed in the violet color path . I also tried Ublox NEO8M the same problem occurs , mission planner showing 6 as satelite count , due to this problem i cant switch the quad to loiter or position hold mode , i am runing in default settings , can somebody help me to solve this , GPS is mounted in the GPS Stand that comes with the GPS Module . Thanks in Advance ",6 sats is relatively low. You probably need to move the GPS higher. But it is hard to say because you did not post any pictures nor relevant details.
11,APM2.8 GPS Probelm,2,"* i am facing an issue in my gps module with APM2.8 (Mounted a Ublox NEO7M GPS ), the problem is the GPS is not holding a position its hovering in a long distance as showed in the violet color path . I also tried Ublox NEO8M the same problem occurs , mission planner showing 6 as satelite count , due to this problem i cant switch the quad to loiter or position hold mode , i am runing in default settings , can somebody help me to solve this , GPS is mounted in the GPS Stand that comes with the GPS Module . Thanks in Advance ","Are you trying to get a GPS lock indoors?  The GPS needs a clear view at the sky. No overland lines, trees, buildings, etc."
11,APM2.8 GPS Probelm,3,"* i am facing an issue in my gps module with APM2.8 (Mounted a Ublox NEO7M GPS ), the problem is the GPS is not holding a position its hovering in a long distance as showed in the violet color path . I also tried Ublox NEO8M the same problem occurs , mission planner showing 6 as satelite count , due to this problem i cant switch the quad to loiter or position hold mode , i am runing in default settings , can somebody help me to solve this , GPS is mounted in the GPS Stand that comes with the GPS Module . Thanks in Advance ","* -> this is the Link to my drone arrangement photo, i have tested from the open field in front of my house, do i need to change any default settings for the GPS module using the uBlox software"
12,Sonar working but can't read values after update to 3.1,1,"Hello, I’m seeking some help because I’m stuck: after upgrading to AC 3.1, I can’t read my XL_EZ0 sonar anymore. I’ve tested the voltages, and when plugged in to my APM 1, the sonar is working (+5V on vcc, ~100mV out on ANALOG pin for ~20cm), but I can’t read any value with the terminal/test/sonar function, nothing appears. I’m using the lastest mission planner software and the 3.1 AC firmware. The sonar used to work with my APM1 and older versions, so I’m wondering if it could be a recent APM 1 hardware failure or if it could be related to the upgrade to 3.1 firmware ? I had a look at the sonar parameters in the mission planner, and everything looks good to me (sonar enabled, gain at 0.8, type == XL_EZ0). Thanks for your help! Regards, Nicolas.","I tried with old firmwares (2.9 and 3.0.1), and the sonar test is OK with them, so it seems that there’s a bug in AC 3.1 with sonar on APM1 boards (a b 2560)…"
12,Sonar working but can't read values after update to 3.1,2,"Hello, I’m seeking some help because I’m stuck: after upgrading to AC 3.1, I can’t read my XL_EZ0 sonar anymore. I’ve tested the voltages, and when plugged in to my APM 1, the sonar is working (+5V on vcc, ~100mV out on ANALOG pin for ~20cm), but I can’t read any value with the terminal/test/sonar function, nothing appears. I’m using the lastest mission planner software and the 3.1 AC firmware. The sonar used to work with my APM1 and older versions, so I’m wondering if it could be a recent APM 1 hardware failure or if it could be related to the upgrade to 3.1 firmware ? I had a look at the sonar parameters in the mission planner, and everything looks good to me (sonar enabled, gain at 0.8, type == XL_EZ0). Thanks for your help! Regards, Nicolas.",I’ve been pulling my remaining hair out with this too.  Using a scope to look at the output.  I have a model 1240 that I think  be a lot better.  Not thru troubleshooting tho.
13,APM Planner 2 / Mission Planner Motor Test,1,"I’m trying to test motor rotation and speed but nothing I do will get the Pixhawk to play ball In mission planner I get “command refused by autopilot” In APM Planner 2 I can’t even find a motor test facility and the terminal window won’t work at all - just screen full of rubbish - wrong baud rate ? - but doesn’t work regardless of baud rate even after a Pixhawk reboot. I’ve disabled pre-arm checks but still I can’t get the motors to spin up. The only thing this can be related to is that I haven’t yet calibrated my receiver / transmitter - (since I’m still waiting on the receiver to be delivered). Even so I’d have expected some way to bypass all safety’s so that I can spin up motors, I’ve set RC1 to RC3 min max and trim values to what I get on my X650 using my Futaba transmitter / receiver. How can I get my motors ‘tested’ - is there some option or parameter that I’ve missed ???  – if not can one be made available to force the Pixhawk to allow motor test from mission planner. I want to a) Check rotation b) Verify motor numbers are as the Pixhawk expects for a Hexa - which are different to DJI NAZA. c) Verify motor RPM for any given ‘percentage’ i.e. on my 920kv motors that’s 5500 or so for 50% on 12VDC I don’t want to be forced to calibrate a transmitter / receiver to do this","Hi, Unfortunately the terminal motor test requires a previous calibration of the RC since it uses the throttle calibration to operate. I’m not aware of other way to test the motors. I’m sorry."
